c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,
2266,67,4,0,190,2577,149,201,150,671,4
1934,53,31,30,-28,1383,207,214,175,849,4
2377,8,9,30,-816,1385,132,223,150,1495,4
2135,268,18,0,0,1388,85,244,210,842,4
2351,159,16,0,0,276,215,189,149,693,4
2328,91,27,473,34,1381,242,214,134,2278,4
2305,119,18,458,-1259,1332,248,222,96,908,4
2298,96,29,672,-388,1103,253,206,60,836,4
2324,93,10,400,167,1082,159,228,121,621,4
2320,229,1,21,-1542,2816,187,254,110,466,4
2319,160,22,309,206,979,237,239,121,437,4
2311,178,35,283,198,852,249,195,46,408,4
2143,125,37,192,-880,890,252,173,29,295,4
2203,41,34,331,99,875,182,196,88,268,4
2369,129,29,150,-1045,860,252,188,55,242,4
2164,105,28,108,64,302,252,209,75,192,4
2126,147,31,257,35,797,251,208,60,134,4
2112,174,28,67,56,787,250,211,72,2515,4
2517,169,24,42,16,1533,251,216,129,120,4
2080,62,8,132,0,2228,162,223,130,1863,4
2527,102,16,0,0,1050,245,217,96,973,4
2250,72,4,0,0,1020,237,206,95,2702,4
1996,115,25,0,-240,1946,185,182,112,234,4
2155,347,9,30,-275,942,159,177,109,847,4
2107,71,19,245,3,1350,247,189,172,468,4
2475,321,5,128,-480,1351,175,222,137,139,4
2247,93,15,30,-1290,1355,202,187,115,2619,4
2026,328,25,15,-108,1358,187,250,121,2077,4
2096,338,8,0,-1050,123,204,210,121,1173,4
2335,135,8,499,-371,1423,227,211,130,2131,4
2327,96,21,516,33,3232,204,209,84,972,4
2315,173,23,499,21,1374,251,142,66,942,4
2291,44,10,470,-28,1326,231,242,142,883,4
2298,270,18,457,-696,1302,183,234,203,853,4
2413,258,31,430,47,1233,145,253,121,805,4
2322,127,34,638,-719,1167,252,195,78,1686,4
2289,125,49,404,164,506,253,201,61,1495,4
2292,143,22,475,-646,1103,245,229,1,589,4
2275,107,25,361,-1015,829,212,252,131,1822,4
2284,229,24,339,-709,1062,174,195,207,532,4
2296,253,29,319,176,1041,87,249,115,503,4
2365,208,23,300,-321,1022,123,254,193,474,4
2308,99,27,283,-38,1003,243,227,94,446,4
2538,131,38,534,-1390,984,249,243,31,418,4
2553,223,35,214,96,916,251,218,32,309,4
2244,127,26,150,-160,900,253,225,116,2186,4
2319,100,19,108,64,872,250,163,123,203,4
2126,137,46,60,68,836,249,209,107,2541,4
2465,112,14,30,-877,808,221,234,119,150,4
2087,79,10,0,0,800,232,222,44,153,4
2272,95,18,13,9,2417,245,211,89,926,4
2026,68,13,0,0,213,233,248,111,939,4
2086,56,22,0,0,2161,203,185,4,1227,4
2511,76,21,0,-118,540,157,195,112,598,4
2014,178,32,0,0,1632,239,222,111,1338,4
1994,52,22,266,0,905,225,155,36,1679,4
2106,300,26,0,0,1320,176,215,196,918,4
2161,19,17,162,0,1328,201,204,138,2653,4
2324,92,24,541,146,1416,248,235,152,2483,4
2311,102,25,525,-1018,1392,185,163,59,3611,4
2297,135,22,463,4,1368,251,200,125,2515,4
2289,16,10,496,-26,2151,236,237,185,2243,4
2253,266,35,69,-28,1321,190,211,196,561,4
2327,186,25,731,33,1260,174,253,192,1731,4
2615,172,24,454,-646,224,228,242,133,742,4
2309,33,32,433,112,1188,182,201,100,684,4
2280,124,49,362,155,1146,193,206,59,626,4
2461,142,23,360,142,1124,246,174,98,2338,4
2265,194,32,339,140,1104,213,252,119,569,4
1917,220,23,319,153,1084,118,215,199,541,4
2433,194,19,277,176,1045,242,249,129,485,4
2399,145,32,258,174,1026,238,222,56,457,4
2623,254,39,242,166,1955,249,231,28,430,4
2255,123,41,228,-234,374,241,179,0,402,4
2234,72,38,201,263,973,251,165,15,577,4
2214,120,37,89,-527,1808,175,190,22,1617,4
2180,212,44,127,-146,927,253,197,105,300,4
2029,136,33,230,38,886,200,206,57,234,4
2369,138,26,42,24,875,162,233,52,216,4
2110,138,28,425,-338,364,249,217,40,201,4
2100,127,19,207,0,854,248,224,95,2353,4
2090,129,7,275,0,845,230,200,130,182,4
2091,354,10,0,0,837,216,222,157,180,4
2429,103,17,0,-433,2028,104,205,145,182,4
1913,128,17,0,-1458,824,198,203,183,2441,4
2092,342,13,583,0,819,248,179,165,201,4
2285,57,22,259,22,1124,214,236,74,886,4
2049,9,20,0,0,480,246,194,63,552,4
1946,352,10,0,0,330,203,223,158,417,4
2242,172,16,42,5,1293,233,194,135,1008,4
2104,38,9,30,-1341,346,231,241,141,3014,4
2122,50,14,107,-207,2019,225,209,94,932,4
2554,129,27,235,0,1307,244,189,97,1567,4
2342,77,28,449,261,1458,240,205,89,2997,4
2339,218,27,691,241,1434,243,183,47,2835,4
2295,95,21,209,1,1387,248,204,117,924,4
2573,201,23,503,0,1588,213,251,214,837,4
2306,174,24,495,-1015,1800,175,253,209,808,4
1905,133,30,417,-424,579,185,210,125,693,4
2368,45,28,366,145,1718,254,205,58,636,4
2258,137,24,127,133,1146,248,221,87,607,4
2253,153,22,387,-37,3047,233,248,150,579,4
2260,66,29,297,-153,1846,175,251,134,552,4
2271,206,33,277,-1380,1087,234,248,182,524,4
2273,161,37,234,153,1050,229,182,88,2240,4
2242,126,39,267,129,3032,168,185,23,417,4
2259,116,32,119,58,953,251,142,38,319,4
2162,123,32,85,-903,2787,254,198,45,297,4
2502,129,13,67,35,926,251,247,54,277,4
1977,352,32,0,0,874,175,189,154,212,4
2100,6,27,344,0,68,194,201,116,1001,4
2027,139,19,0,0,2459,161,225,114,510,4
2020,343,26,142,0,360,141,198,158,458,4
2158,351,11,0,220,981,199,221,159,738,4
2140,164,18,30,-956,1592,234,241,132,1073,4
2036,147,2,30,-461,2374,104,235,104,2983,4
1888,60,17,0,-1548,1261,228,221,126,1025,4
2106,47,8,0,-1115,1260,202,235,135,1015,4
2097,354,7,0,0,3029,209,228,101,1031,4
2116,120,16,0,0,1273,166,210,98,960,4
2329,109,13,0,0,1277,227,212,70,960,4
2346,181,10,488,-1388,1466,224,216,155,2293,4
2339,126,23,518,-442,1650,156,220,87,1883,4
2344,184,45,551,152,1429,252,194,145,960,4
2296,72,22,502,138,1406,250,205,63,2262,4
2286,109,8,524,128,1191,242,201,65,2017,4
1993,198,20,496,150,1338,83,253,206,845,4
2302,225,24,535,-1107,1316,184,254,182,816,4
2345,160,24,457,65,1498,235,233,108,759,4
2570,144,16,402,154,1230,246,194,135,702,4
2277,41,25,229,151,1209,217,216,168,674,4
2263,234,29,417,137,1189,149,218,55,1855,4
2240,171,2,300,115,2509,229,250,134,591,4
2488,212,48,293,-71,1129,195,250,174,564,4
2665,163,28,212,129,1074,226,221,92,990,4
2026,289,51,192,-1281,2239,238,217,64,458,4
1973,125,51,175,107,2012,247,171,90,433,4
2199,116,39,150,-1088,1008,254,195,110,384,4
2182,107,30,463,-469,994,254,245,39,308,4
2173,105,32,280,53,979,254,180,29,339,4
2332,220,34,67,32,1686,254,184,56,1563,4
2128,89,28,188,17,1786,253,143,53,300,4
1922,338,16,0,-520,1293,183,215,170,2402,4
2034,104,16,282,0,450,246,216,95,551,4
2027,19,11,0,0,1000,212,217,144,525,4
2295,212,26,0,-1135,644,197,225,167,711,4
2238,141,37,97,12,2358,246,222,13,1142,4
2108,155,7,2,-29,1555,135,184,146,1114,4
2117,327,14,0,0,1771,183,181,178,1087,4
1984,340,23,242,2,1230,195,168,207,676,4
2731,118,27,510,133,1425,252,213,81,940,4
2280,152,15,417,144,815,240,247,1,2708,4
2264,146,30,573,134,3105,115,220,81,2990,4
2231,190,26,28,105,1153,195,249,156,577,4
2201,140,32,146,-98,1050,247,204,32,1563,4
2189,133,30,542,-104,2986,251,210,63,404,4
2026,170,29,108,172,1020,200,202,70,382,4
2160,210,32,85,47,1112,253,194,43,1105,4
2140,146,47,60,29,993,242,238,91,342,4
2111,95,13,335,-1099,1489,162,221,110,309,4
2122,5,23,407,0,902,197,205,138,309,4
2037,187,19,0,0,481,248,223,94,1743,4
2430,35,6,300,28,127,224,243,153,2300,4
2168,209,15,0,0,15,144,226,187,684,4
2124,58,19,30,8,1237,242,233,183,1183,4
2114,168,16,0,-1360,1218,175,168,222,2502,4
2493,341,27,113,-797,2603,117,219,127,1115,4
2305,132,24,712,142,1448,250,219,113,1006,4
2295,143,23,426,132,2807,250,221,81,789,4
2276,63,6,470,118,210,213,229,114,920,4
2272,160,14,774,114,1401,230,242,73,2263,4
2475,186,23,181,127,1358,216,249,181,836,4
2400,174,25,417,-798,1956,225,242,133,808,4
2263,290,14,390,127,690,241,229,98,3077,4
2228,196,23,295,102,1809,249,219,23,644,4
2214,80,21,242,88,1293,184,243,136,592,4
2216,185,27,578,42,3034,214,247,90,964,4
2165,43,37,192,-1372,1167,159,161,114,541,4
1888,148,30,128,88,1107,243,221,83,492,4
2167,233,32,542,55,1061,243,217,76,424,4
2165,100,31,85,52,1744,247,239,70,404,4
2154,258,33,12,41,306,253,199,98,384,4
2118,113,22,30,-239,1008,251,211,77,350,4
2130,16,22,94,0,2009,195,187,122,350,4
2039,130,10,0,0,2167,145,228,97,633,4
2286,189,6,270,24,150,220,243,159,300,4
2140,302,9,609,0,1825,195,236,177,644,4
2121,161,19,0,-483,1224,220,238,120,1240,4
2121,334,41,0,-1294,2275,166,206,176,238,4
2214,331,26,30,17,556,137,132,183,1167,4
2297,113,35,495,134,1423,150,197,105,1015,4
2426,115,16,474,-72,3012,245,161,97,987,4
2345,97,13,378,80,423,241,192,108,607,4
2203,158,14,456,-300,1181,195,241,102,1396,4
2238,268,27,150,75,1148,237,232,157,1215,4
2180,189,16,127,60,1524,246,163,61,488,4
2167,169,33,311,-787,1676,224,211,68,1829,4
2223,151,33,257,-584,1087,240,192,79,446,4
2137,145,16,42,-894,1060,247,179,63,2341,4
2123,190,27,324,10,1048,252,210,69,2780,4
2140,333,10,0,0,2709,122,214,133,1672,4
2038,350,7,529,-853,688,208,228,159,1662,4
2130,140,11,60,2,1348,228,245,148,3375,4
2008,190,27,60,-27,1250,219,250,161,1302,4
2132,203,17,60,-1171,1518,210,252,208,1307,4
2084,199,7,0,-1444,1195,206,202,168,1266,4
2159,236,3,601,-22,1187,116,242,166,1250,4
1938,321,12,30,-1011,1165,136,166,197,2813,4
2199,195,23,240,73,2228,242,204,84,600,4
2187,138,19,134,62,1173,246,171,190,553,4
2178,131,28,108,53,1158,251,216,79,531,4
2165,127,15,85,40,900,202,225,58,509,4
2151,133,14,67,31,1128,251,208,61,488,4
2131,200,30,30,11,968,178,225,146,450,4
2110,338,7,0,0,1064,205,230,164,402,4
2271,171,12,155,0,1141,213,215,137,417,4
2285,133,7,53,-899,175,171,232,132,1713,4
2148,249,21,30,-501,1231,244,232,15,1233,4
2265,203,7,0,0,1249,236,199,100,1263,4
2147,203,8,0,0,1284,200,253,176,3451,4
2153,115,29,30,-6,2510,181,249,125,537,4
2410,136,5,30,1,440,134,238,144,2612,4
2126,333,4,30,-24,2158,210,234,162,2750,4
2277,236,30,60,0,3133,187,253,199,1347,4
2051,269,20,205,7,1198,248,224,95,1340,4
2111,112,21,0,-1388,2688,150,213,137,1307,4
2114,250,5,628,0,1167,168,196,182,1291,4
2119,360,19,429,-29,1150,163,200,177,1262,4
2256,44,10,277,120,1302,188,195,23,716,4
2243,64,20,420,-88,2674,233,195,85,186,4
1891,105,26,67,-728,1168,253,181,51,531,4
2143,107,19,342,263,1154,218,196,50,511,4
2129,121,22,277,9,1140,251,216,80,668,4
2120,127,12,0,0,1127,240,219,60,474,4
2118,62,6,0,-1117,1115,225,227,138,458,4
2116,353,8,0,0,1103,205,218,157,443,4
2166,320,18,153,-461,1322,147,219,188,458,4
2398,315,17,30,4,968,187,230,180,430,4
2284,130,6,180,22,192,230,234,117,285,4
2148,121,18,10,6,1240,248,239,96,3168,4
2142,200,12,0,0,1256,239,234,124,1422,4
2140,135,5,77,0,1983,227,237,139,957,4
2138,124,3,30,-164,1290,248,236,146,1296,4
2135,253,8,0,0,1524,223,246,106,1325,4
2136,203,20,325,0,1326,206,252,175,1351,4
2128,341,9,0,0,1332,131,213,242,1353,4
1887,353,30,0,-377,1651,180,234,122,1682,4
1915,75,24,170,0,305,208,214,142,1366,4
2130,112,9,30,-28,2386,195,226,173,409,4
2291,233,11,30,0,1235,205,249,181,2353,4
2309,323,14,0,-1012,1148,214,241,152,3643,4
2118,299,9,30,-376,1138,196,235,110,1317,4
2118,317,11,195,4,1129,117,231,125,1302,4
2126,296,24,85,16,2472,157,228,210,1288,4
2373,58,17,229,132,1364,182,203,123,782,4
2235,113,20,571,99,1290,252,208,70,684,4
2195,179,6,412,-824,2206,249,244,92,616,4
2385,107,22,108,-546,1224,250,207,125,593,4
2140,109,26,30,15,1181,208,237,48,534,4
2172,109,17,0,0,476,232,219,182,1702,4
2280,5,14,524,-420,990,149,213,58,390,4
2456,306,9,81,5,1586,247,235,179,418,4
2059,322,17,0,0,569,174,221,186,860,4
2175,253,11,104,0,1033,194,225,169,525,4
2601,176,19,0,-1071,1075,217,240,154,824,4
2160,199,26,0,0,2545,235,251,105,1344,4
1995,197,31,453,-447,1100,194,247,167,883,4
2437,127,13,0,163,1266,163,221,93,1186,4
2139,354,9,133,-28,1298,206,225,91,388,4
2292,240,9,30,-204,1368,202,248,249,1380,4
2026,302,6,144,0,1326,186,202,162,1381,4
1901,201,25,0,0,1308,97,195,168,1383,4
2133,42,17,0,0,1140,220,200,110,1465,4
2130,45,5,0,0,2798,221,170,143,2223,4
2019,159,12,0,0,903,226,241,149,1412,4
2128,215,9,145,0,1181,161,210,72,1419,4
2122,129,19,30,-377,1155,243,226,99,957,4
2115,135,16,0,-872,1142,244,231,37,1559,4
2110,290,9,87,0,1120,194,181,186,1358,4
2119,299,12,30,8,1110,141,236,194,1342,4
2130,283,26,67,6,1092,112,201,209,1315,4
2239,104,10,324,-388,1398,226,162,104,953,4
2305,80,10,295,142,1434,233,223,87,1022,4
2299,47,12,283,141,1445,238,205,44,875,4
2238,72,27,189,99,2946,254,205,54,792,4
2205,120,17,150,-512,1282,253,207,90,658,4
2520,125,30,318,-220,1235,253,203,42,1496,4
2498,208,48,42,21,1221,254,190,48,576,4
2132,20,24,30,7,1207,236,209,69,1554,4
1998,340,24,287,0,1082,239,198,183,576,4
2130,181,5,0,-26,1090,184,212,160,636,4
2216,312,10,0,0,2222,223,194,189,2990,4
1909,329,8,0,0,607,200,206,169,768,4
2279,151,9,120,17,234,231,248,140,1139,4
2192,159,16,352,0,251,134,241,131,1197,4
2191,190,18,197,0,841,218,192,144,2631,4
2063,8,7,30,0,1115,212,227,152,2583,4
2509,187,20,0,56,499,218,250,157,2428,4
2149,107,18,30,-1076,471,247,171,76,1184,4
2144,22,7,187,0,1839,216,225,78,1213,4
2150,200,21,42,12,1323,110,187,219,976,4
2141,328,9,30,6,689,199,169,171,1410,4
2128,27,9,72,233,1154,217,202,140,2931,4
2126,72,10,0,0,1140,162,220,119,2557,4
1963,88,17,255,2,1127,156,211,141,1431,4
2116,194,17,0,-261,1092,235,228,195,1384,4
2136,317,13,0,0,1082,224,183,136,1370,4
2125,306,7,30,1,1072,201,236,175,1355,4
2480,318,15,60,7,1063,179,244,204,1272,4
2367,39,14,339,-782,1340,232,204,27,691,4
2135,104,14,300,127,1374,242,165,150,967,4
2434,135,14,381,141,1392,236,233,118,942,4
2292,8,19,256,129,1429,246,249,104,890,4
2077,138,31,242,127,1448,246,229,163,865,4
2269,132,29,216,111,1410,249,221,85,816,4
2612,65,25,620,101,1392,252,213,97,829,4
2246,118,27,190,100,1374,253,236,142,1662,4
2205,127,17,150,69,1323,230,239,73,700,4
2595,158,13,3,-256,1307,252,208,64,3726,4
2523,143,23,108,51,830,253,182,56,658,4
2227,346,23,0,0,1124,175,246,161,607,4
2231,345,0,0,0,583,177,211,169,577,4
2230,337,3,0,-651,1136,188,221,170,547,4
2522,87,12,0,0,1048,211,227,153,2960,4
2058,70,12,10,-119,646,215,197,152,811,4
2063,321,25,0,0,618,99,222,186,787,4
2198,230,19,0,0,787,242,231,123,395,4
2187,205,4,0,0,1105,217,243,162,395,4
2199,264,24,410,0,2663,215,249,59,408,4
2158,324,10,0,0,1110,205,202,165,45,4
2173,205,28,30,17,3051,156,183,157,837,4
2199,19,7,291,0,1167,223,210,118,924,4
2053,207,19,0,0,1181,127,195,163,953,4
2154,219,13,30,-1542,1195,192,254,241,983,4
2166,207,28,150,13,1209,136,187,183,1012,4
2151,328,24,0,0,1317,160,148,109,1218,4
2137,96,32,30,-648,1212,203,207,115,1477,4
2123,46,23,237,-785,1100,220,184,128,1456,4
2227,335,19,409,8,1075,117,201,122,1425,4
2130,174,33,0,0,1182,192,220,165,1396,4
2208,4,7,87,4,1044,211,219,87,2374,4
2129,274,10,42,-28,1034,188,243,194,3258,4
2326,261,6,404,-378,1242,204,219,177,1140,4
2332,255,3,618,144,1279,215,242,164,1087,4
2315,119,38,297,132,1332,250,217,73,2075,4
2285,142,22,272,122,1406,152,184,101,143,4
2276,140,19,128,113,1425,149,226,95,700,4
2268,140,24,201,110,1445,239,194,92,709,4
2259,138,26,190,101,1620,249,221,84,3210,4
2249,144,26,175,91,1416,250,216,141,984,4
2225,114,25,153,79,429,252,163,65,765,4
2198,104,23,127,-730,1348,250,203,66,2317,4
2184,181,17,108,48,1333,128,219,58,700,4
2171,114,27,118,35,260,198,200,55,894,4
2132,106,16,30,6,2275,246,194,75,624,4
2250,313,16,0,0,2600,189,231,207,454,4
2254,277,13,0,0,2146,185,230,185,424,4
2260,310,13,0,0,1930,134,185,186,851,4
2264,310,12,257,0,1120,189,232,205,365,4
2079,144,16,0,261,1065,244,229,143,584,4
2382,4,3,406,0,1071,191,233,223,1900,4
2032,182,12,0,0,295,229,223,111,547,4
2270,152,12,231,8,844,236,239,184,342,4
2205,139,22,0,0,2218,247,226,20,2146,4
2158,265,28,30,8,1090,224,195,127,242,4
2406,310,17,0,0,889,111,237,166,759,4
2165,341,19,0,0,1138,164,208,198,3251,4
2178,314,28,30,19,1148,127,200,184,2288,4
2156,138,28,267,-27,1207,144,183,107,960,4
2410,217,2,0,-179,1358,217,219,161,1357,4
2157,295,4,184,0,1282,226,247,147,1106,4
2153,326,20,181,-681,1478,225,213,210,2565,4
2245,26,11,0,0,1025,113,207,144,408,4
1964,148,8,533,139,1200,220,240,141,816,4
2325,89,10,222,-760,656,212,191,169,3552,4
2327,188,15,251,-778,2505,210,250,159,1101,4
2298,167,33,389,115,1326,175,177,4,999,4
2226,133,2,234,-663,2495,248,225,95,973,4
2274,28,27,201,111,556,246,226,96,2773,4
2050,141,25,175,-329,220,247,225,91,876,4
2248,137,26,162,-169,1443,176,229,83,853,4
2237,208,26,468,79,1440,249,219,81,830,4
2670,146,25,134,70,1423,214,252,83,3016,4
2219,128,23,512,61,1406,250,219,104,3246,4
1892,113,25,42,15,1329,253,172,93,684,4
2522,64,22,344,0,258,150,228,132,649,4
2185,322,2,95,0,1289,137,222,167,633,4
2276,326,18,0,0,1220,199,218,183,1606,4
2730,135,31,0,0,1090,186,235,111,272,4
2068,135,5,0,-942,746,225,225,211,895,4
1896,102,17,0,230,809,246,165,91,573,4
1888,123,21,0,0,764,140,170,87,998,4
2069,11,4,45,-704,2935,216,242,225,351,4
1921,133,20,34,0,1130,248,203,10,1481,4
2212,87,8,349,-1206,2240,192,243,147,272,4
2544,219,6,166,0,645,201,184,169,277,4
2222,114,22,30,-452,2482,141,248,176,324,4
2458,186,22,180,-784,1016,156,249,153,342,4
2231,145,6,0,0,1110,207,239,199,404,4
2213,268,5,0,0,1110,227,237,219,272,4
2209,193,12,0,-1295,1110,219,248,163,450,4
2161,74,8,0,0,1150,126,224,127,3106,4
2162,284,11,144,0,1158,119,239,166,769,4
2155,255,5,30,-183,977,127,243,172,3708,4
2138,252,20,42,8,1150,169,205,201,1410,4
2425,87,19,517,-380,2791,181,204,23,3646,4
2314,122,16,379,134,1176,245,226,105,2999,4
2378,167,18,361,130,1195,202,185,135,2467,4
2310,316,42,339,-12,1214,151,250,160,1785,4
2318,193,33,172,135,1622,211,203,164,1116,4
2291,165,22,234,108,1302,186,185,145,415,4
2593,23,21,164,99,2187,247,224,94,2356,4
2264,133,29,627,81,1360,222,233,71,728,4
2238,134,43,134,75,2673,221,219,84,872,4
2664,21,26,382,70,320,250,217,80,2234,4
2470,81,12,108,60,3490,248,222,86,828,4
2201,139,20,90,43,3041,248,225,91,785,4
2355,117,51,225,-776,1384,254,194,42,745,4
2147,241,37,30,-485,1355,175,213,77,1096,4
2297,211,6,0,0,2345,228,225,130,240,4
2071,107,10,30,3,2016,235,188,119,912,4
2072,327,13,0,-46,738,178,189,176,914,4
2663,170,16,141,0,404,208,242,142,1778,4
2253,191,11,0,0,424,208,223,161,2054,4
2203,18,4,0,0,475,216,196,236,2388,4
2219,110,6,376,-1229,2956,237,214,123,301,4
2220,223,15,421,-851,1146,186,237,168,306,4
2214,315,19,277,0,1140,213,230,176,191,4
2215,323,8,127,-256,1059,228,226,174,444,4
2315,253,12,47,0,1140,253,223,131,366,4
2219,9,26,223,-551,1140,242,214,151,384,4
1923,354,23,419,0,2662,189,207,155,404,4
2226,356,21,30,7,1591,143,198,150,963,4
2212,235,29,521,0,1140,192,248,186,492,4
2164,40,16,0,0,1179,180,204,114,752,4
2162,267,8,0,8,1187,243,232,117,780,4
2172,261,18,38,10,1195,176,247,119,808,4
2137,172,21,242,-252,2718,227,192,89,1463,4
2132,252,14,159,-890,1406,188,213,198,1734,4
2273,177,40,60,14,931,152,247,225,864,4
2710,99,13,404,159,1116,249,206,96,1262,4
2326,201,24,382,-994,1134,226,200,62,1235,4
2312,120,22,361,-1081,1066,252,210,63,1562,4
2419,141,5,339,120,1172,231,232,82,1183,4
2306,183,37,277,-662,1224,240,249,163,1107,4
1919,143,18,255,-582,1242,194,234,120,1082,4
2541,47,21,234,105,2510,166,214,82,1057,4
2281,85,19,315,93,1279,180,247,118,1032,4
2257,118,23,150,74,1338,251,214,78,960,4
2245,128,23,54,62,1358,251,205,121,937,4
2026,71,15,48,-178,1379,248,223,90,914,4
2229,138,24,439,-286,1400,249,220,70,892,4
2606,172,28,85,48,1604,152,220,97,1704,4
2199,146,18,67,-121,1456,245,225,89,828,4
1910,147,12,252,32,1441,199,230,88,807,4
2150,143,29,298,-799,1425,197,192,80,3336,4
2170,129,31,295,19,1410,103,205,56,768,4
2587,5,22,72,-1080,1382,179,238,100,732,4
2260,209,4,0,0,671,252,187,145,3055,4
2020,166,24,0,0,467,223,243,154,541,4
2212,129,23,0,0,1578,251,193,82,342,4
2220,24,3,0,0,787,218,237,170,323,4
2171,64,24,314,0,1188,223,224,136,331,4
2117,247,11,0,-51,1224,195,224,168,819,4
1936,223,1,237,0,1233,220,250,178,847,4
2177,134,34,0,0,341,159,250,163,875,4
2344,137,5,404,160,1354,232,222,97,1462,4
2333,109,22,382,149,1092,246,209,136,3057,4
2509,102,23,397,139,2040,252,200,23,1250,4
2293,114,0,319,-10,1148,249,218,89,1306,4
2289,191,16,327,109,447,236,241,130,3491,4
2289,190,18,277,-848,1182,197,247,186,2598,4
2156,199,7,255,-580,1200,207,253,171,1123,4
2290,116,17,462,107,1237,247,222,97,2424,4
2274,109,17,170,86,1276,247,218,185,1026,4
2253,115,24,127,-529,1316,252,204,78,979,4
2408,145,31,632,-174,1465,245,172,73,2093,4
2183,150,31,42,-815,1443,241,221,83,850,4
2175,77,31,30,17,1465,105,183,88,830,4
2165,225,45,30,7,952,243,225,91,811,4
2293,171,22,113,10,1437,248,224,92,792,4
2146,174,14,0,0,1422,242,219,102,774,4
2140,55,12,0,0,1409,214,219,112,757,4
2325,284,14,112,-1314,1177,199,192,111,162,4
2338,248,9,150,12,1176,202,247,153,2783,4
2309,51,3,252,0,1170,221,231,132,3532,4
2312,344,8,0,-1338,2283,203,165,138,504,4
2083,316,15,111,0,1915,109,248,187,886,4
2242,45,11,95,0,391,223,217,127,660,4
2247,68,13,0,0,509,224,231,142,582,4
2246,204,5,0,0,531,217,219,96,607,4
2442,132,17,0,0,2146,204,226,100,339,4
2216,145,22,0,0,955,250,200,69,509,4
2175,18,24,30,6,1262,194,183,117,2080,4
2495,22,8,30,46,1271,211,153,134,771,4
2172,295,8,0,-850,1282,197,238,119,399,4
2299,272,24,0,0,1292,150,239,168,942,4
2092,13,8,0,0,893,205,197,112,1493,4
2140,265,13,30,5,874,239,244,158,1482,4
2355,82,5,446,162,2501,227,230,208,1396,4
2353,148,8,322,58,1015,235,232,129,1370,4
2340,115,15,85,-512,1050,243,217,99,501,4
2489,205,20,545,148,1068,246,206,79,1291,4
2447,93,27,375,-188,1295,249,171,65,1266,4
2294,102,19,493,113,1123,251,203,60,2897,4
2282,128,29,220,102,1271,149,183,193,1190,4
1925,178,32,202,96,2905,225,237,149,1165,4
2281,335,21,234,100,1176,182,224,183,2854,4
2465,189,16,212,-237,1195,219,168,237,227,4
2285,138,15,192,102,1214,228,233,115,1944,4
2531,159,24,314,23,1358,253,198,46,933,4
2189,156,20,298,164,1379,235,160,55,912,4
2215,144,31,184,14,2067,212,216,74,892,4
2166,148,27,291,-772,1423,244,249,93,872,4
2158,155,19,0,-1563,1445,193,237,115,853,4
2342,55,6,0,-120,1463,224,227,138,1130,4
2312,192,3,0,-1576,2944,235,217,173,150,4
2313,171,18,382,6,721,105,225,98,1867,4
