c1,c2,c3,c4,c5,
93,9,235,226,123,4
71,10,231,221,121,4
16,16,204,204,133,4
135,21,247,226,96,4
185,8,222,246,158,4
183,12,223,248,156,4
174,9,226,245,152,4
87,9,234,225,123,4
41,10,221,218,131,4
43,8,222,222,135,4
43,19,220,194,101,4
120,8,234,234,132,4
34,9,219,221,138,4
122,3,225,237,147,4
88,13,239,218,107,4
91,10,236,224,119,4
79,5,226,231,139,4
13,5,215,229,151,4
95,14,241,219,104,4
77,13,236,216,108,4
63,12,230,216,117,4
87,10,236,223,118,4
66,8,229,224,128,4
99,11,238,225,117,4
33,14,216,208,124,4
131,11,238,234,126,4
330,9,199,229,170,4
85,3,223,234,147,4
74,18,238,204,91,4
53,10,226,219,127,4
137,9,234,237,134,4
59,8,227,223,130,4
2,7,210,226,154,4
57,16,229,203,102,4
90,9,234,226,123,4
132,6,229,237,141,4
135,3,225,238,148,4
258,10,197,246,188,4
62,8,227,223,130,4
76,2,222,235,150,4
8,3,216,232,154,4
306,13,182,232,189,4
103,9,236,228,122,4
57,8,226,223,132,4
50,7,224,224,135,4
70,7,228,226,132,4
281,13,183,241,197,4
121,15,244,227,107,4
61,2,221,234,149,4
41,5,221,228,143,4
214,7,214,247,169,4
65,14,232,211,109,4
58,13,229,211,113,4
32,7,219,224,142,4
11,7,213,225,150,4
92,19,246,207,82,4
207,10,214,249,170,4
2,5,212,229,155,4
58,19,230,197,92,4
62,16,232,205,101,4
53,22,226,187,84,4
60,23,231,187,77,4
47,27,217,169,70,4
353,19,183,202,154,4
316,20,163,219,194,4
356,25,170,185,146,4
42,13,222,212,123,4
321,22,157,212,192,4
345,27,158,187,161,4
336,30,140,185,175,4
39,20,217,192,103,4
358,30,159,169,137,4
70,7,228,226,132,4
91,26,249,189,52,4
123,23,251,216,80,4
110,11,239,228,118,4
107,19,248,215,88,4
15,3,217,233,154,4
170,25,228,241,129,4
141,20,245,230,105,4
162,10,231,243,143,4
202,19,208,253,173,4
192,28,206,248,159,4
103,28,253,192,48,4
189,18,218,251,160,4
142,16,241,235,118,4
104,4,226,234,143,4
103,18,247,214,89,4
97,11,238,224,116,4
130,8,234,236,133,4
323,17,175,221,184,4
319,10,195,231,176,4
305,23,150,221,208,4
80,12,236,218,111,4
47,22,221,187,90,4
5,22,185,191,137,4
56,17,229,202,100,4
49,29,218,166,64,4
71,28,238,173,47,4
90,30,249,177,33,4
148,29,243,222,86,4
336,11,195,225,169,4
61,28,229,169,54,4
138,11,237,236,129,4
92,28,250,184,0,4
93,36,248,162,10,4
316,14,182,227,185,4
147,17,240,236,119,4
90,36,247,159,8,4
71,30,237,168,41,4
84,30,246,173,34,4
94,37,248,158,3,4
66,15,233,210,105,4
98,34,251,172,20,4
106,34,253,177,20,4
108,35,253,176,18,4
108,35,254,177,20,4
104,36,252,170,13,4
103,31,253,184,35,4
98,36,250,165,10,4
76,16,238,208,96,4
34,2,219,235,153,4
188,2,219,240,157,4
211,14,208,252,178,4
105,9,236,229,123,4
298,16,174,233,198,4
120,36,253,184,24,4
124,37,252,186,26,4
124,31,253,200,49,4
108,33,254,181,26,4
135,5,227,238,144,4
235,17,189,253,198,4
100,36,251,168,0,4
79,2,222,234,148,4
114,8,235,232,129,4
117,9,236,232,128,4
107,38,252,168,7,4
102,35,252,172,0,4
131,35,251,198,43,4
135,31,250,210,64,4
119,10,237,232,125,4
41,5,220,229,145,4
126,21,250,220,88,4
120,34,254,189,33,4
134,29,250,213,69,4
225,26,175,253,204,4
124,34,253,194,39,4
129,29,252,208,61,4
108,35,253,175,18,4
107,34,254,178,21,4
103,27,253,194,50,4
160,7,228,242,147,4
213,11,210,251,175,4
122,36,253,186,27,4
184,14,223,249,156,4
106,26,253,197,54,4
101,38,251,162,4,4
131,29,252,210,64,4
116,27,254,203,59,4
100,21,249,207,76,4
324,4,209,235,165,4
155,27,239,230,101,4
159,28,236,232,107,4
150,15,238,238,125,4
7,9,209,222,150,4
113,8,234,232,129,4
171,17,229,246,142,4
208,17,206,253,178,4
168,15,230,245,142,4
123,36,253,187,28,4
132,31,251,208,60,4
169,21,231,243,133,4
111,24,253,206,67,4
122,29,254,204,57,4
101,34,252,174,20,4
84,23,245,195,67,4
61,31,228,161,44,4
128,14,243,230,113,4
96,13,240,221,109,4
67,2,221,235,151,4
136,17,244,231,109,4
21,10,214,219,141,4
92,13,240,220,109,4
178,17,225,248,149,4
272,27,140,236,230,4
121,35,253,189,31,4
250,25,159,248,221,4
121,36,253,185,25,4
121,26,253,208,64,4
129,26,252,215,74,4
97,23,250,201,68,4
84,21,244,200,76,4
99,21,249,206,76,4
171,13,229,245,146,4
230,16,195,253,192,4
210,10,212,250,173,4
121,35,253,189,32,4
119,34,254,189,33,4
247,27,153,248,224,4
85,20,244,201,78,4
81,6,228,230,136,4
130,7,233,236,136,4
288,3,211,239,166,4
251,25,158,248,222,4
122,33,254,195,40,4
136,31,250,209,62,4
136,32,249,208,59,4
136,31,250,210,63,4
39,19,217,195,106,4
44,20,220,191,97,4
150,17,239,237,122,4
148,3,224,239,151,4
124,31,253,201,51,4
123,34,253,191,35,4
134,31,250,208,60,4
75,16,238,207,95,4
114,18,248,218,91,4
115,10,237,231,124,4
347,6,208,230,160,4
329,17,178,218,179,4
112,11,239,228,119,4
211,21,198,254,184,4
114,34,254,185,29,4
130,31,252,206,57,4
129,24,251,218,81,4
184,7,222,245,157,4
51,7,224,225,137,4
109,27,254,198,53,4
147,32,243,218,78,4
127,31,253,202,51,4
354,19,186,204,154,4
347,21,175,200,161,4
22,14,211,210,133,4
145,26,246,224,90,4
132,28,251,213,70,4
122,26,253,208,65,4
128,16,244,229,109,4
212,20,199,254,184,4
177,29,219,242,134,4
159,22,237,238,119,4
174,31,221,238,126,4
150,33,241,219,80,4
114,11,240,229,118,4
10,7,213,226,151,4
331,27,148,196,182,4
185,16,221,249,156,4
158,27,237,232,106,4
139,25,248,222,87,4
141,20,245,230,105,4
159,28,236,231,105,4
117,32,254,192,39,4
99,3,224,235,146,4
20,5,217,229,150,4
185,6,221,244,158,4
342,8,203,228,164,4
150,33,241,217,77,4
122,12,240,230,118,4
308,5,205,237,171,4
358,12,202,218,154,4
135,18,245,230,107,4
289,11,190,239,189,4
309,20,162,223,199,4
60,26,230,177,65,4
126,14,243,229,112,4
357,20,185,201,150,4
267,4,209,241,170,4
284,23,149,233,221,4
342,1,217,237,157,4
309,3,211,237,165,4
231,7,210,246,174,4
122,17,247,224,100,4
304,28,131,212,215,4
72,23,239,189,69,4
75,27,241,178,50,4
75,26,241,183,57,4
101,22,250,204,70,4
334,15,184,219,173,4
73,6,227,229,136,4
3,15,199,211,148,4
131,19,247,226,100,4
127,17,246,226,102,4
288,27,134,225,226,4
98,20,248,208,80,4
0,3,215,234,156,4
22,11,213,217,139,4
24,21,204,190,115,4
144,12,237,238,129,4
113,14,244,224,107,4
115,19,249,218,90,4
114,23,252,210,73,4
115,26,254,205,61,4
120,28,254,204,59,4
80,9,233,223,122,4
143,22,245,230,102,4
51,7,224,225,137,4
326,17,176,219,182,4
30,23,206,183,103,4
27,18,210,199,120,4
342,15,188,217,167,4
86,9,234,225,122,4
315,8,200,234,174,4
11,9,211,222,148,4
138,22,247,226,97,4
116,28,254,201,55,4
121,26,253,209,66,4
121,29,254,203,56,4
117,25,253,207,66,4
111,15,245,222,101,4
61,23,232,186,75,4
23,9,215,221,142,4
207,19,205,254,178,4
141,19,244,232,109,4
19,28,187,168,105,4
36,25,210,178,92,4
146,27,245,225,91,4
52,6,223,227,140,4
342,20,175,206,167,4
38,21,215,190,102,4
320,20,164,217,191,4
260,5,207,243,174,4
126,19,248,223,95,4
126,26,252,212,70,4
106,23,252,205,69,4
330,13,188,224,175,4
21,7,215,224,146,4
5,8,210,225,152,4
164,28,232,235,114,4
152,13,235,240,133,4
264,9,199,244,185,4
139,21,246,228,99,4
101,28,253,190,46,4
166,14,231,244,141,4
283,22,153,234,219,4
71,14,235,213,107,4
66,19,235,199,88,4
165,18,233,243,133,4
134,20,247,226,97,4
126,23,251,217,81,4
132,21,248,224,94,4
140,23,247,226,94,4
114,31,254,193,42,4
339,7,204,230,164,4
145,8,231,239,140,4
183,5,221,243,157,4
122,22,251,216,81,4
85,12,237,220,112,4
183,20,221,249,151,4
138,28,249,216,75,4
338,18,177,211,171,4
308,15,177,229,192,4
34,10,219,218,134,4
105,21,250,208,75,4
202,20,207,253,174,4
248,5,209,244,173,4
8,23,187,188,132,4
299,6,203,238,174,4
259,21,164,246,218,4
111,4,227,235,143,4
115,20,250,215,84,4
126,25,252,214,74,4
133,29,251,212,67,4
342,13,192,219,166,4
265,11,192,245,192,4
80,7,230,228,131,4
64,6,226,228,136,4
45,3,220,232,148,4
107,13,241,224,110,4
94,24,249,196,61,4
128,25,251,216,77,4
121,25,253,210,68,4
133,10,237,235,128,4
99,12,240,223,112,4
165,19,233,243,133,4
146,14,239,237,125,4
32,6,219,226,144,4
92,16,243,214,96,4
196,19,213,252,167,4
137,25,249,221,84,4
133,27,251,215,74,4
130,28,252,211,67,4
103,6,231,232,134,4
95,6,229,231,136,4
110,5,228,234,140,4
186,2,219,240,157,4
109,26,253,200,57,4
194,22,211,251,164,4
155,25,240,233,108,4
140,30,248,215,71,4
121,31,254,198,47,4
27,6,217,226,145,4
104,15,244,220,102,4
28,18,210,198,118,4
10,4,215,231,153,4
58,14,229,211,112,4
337,17,181,215,171,4
344,19,178,206,165,4
100,16,244,217,98,4
116,26,253,206,63,4
194,22,211,251,164,4
144,32,245,214,70,4
123,22,251,217,83,4
315,1,216,237,159,4
50,8,224,222,132,4
245,4,212,243,169,4
124,25,252,213,74,4
186,26,214,247,151,4
141,20,245,230,105,4
58,8,226,224,132,4
321,3,211,236,164,4
107,21,250,211,79,4
119,24,252,211,73,4
99,28,252,190,47,4
128,19,248,225,97,4
128,13,241,232,118,4
113,20,249,216,86,4
116,24,253,209,70,4
147,28,244,224,89,4
37,21,214,190,103,4
318,6,204,235,169,4
76,6,228,229,136,4
123,20,249,220,89,4
107,22,251,208,73,4
105,24,252,202,64,4
104,25,252,199,59,4
114,24,253,208,68,4
85,3,223,234,147,4
166,10,229,244,145,4
167,11,229,244,146,4
111,25,253,203,62,4
111,26,253,203,61,4
113,25,253,204,62,4
36,2,219,234,152,4
338,13,192,222,168,4
135,4,227,238,145,4
23,9,215,221,142,4
153,11,233,241,137,4
152,8,230,240,142,4
219,16,199,254,187,4
188,22,216,250,156,4
131,24,251,218,80,4
124,27,253,209,65,4
121,27,253,206,62,4
56,2,220,235,151,5
45,2,220,234,150,5
45,7,222,225,138,5
49,4,222,230,144,5
45,9,223,221,133,5
59,10,228,219,124,5
201,4,218,243,161,5
214,7,213,247,170,5
157,4,224,240,151,5
51,7,224,225,137,5
259,1,216,239,161,5
72,7,228,227,133,5
0,4,214,232,156,5
38,5,220,228,144,5
71,9,230,223,126,5
114,23,252,209,71,5
54,8,225,222,130,5
22,9,215,221,143,5
135,6,229,237,142,5
163,10,230,243,145,5
117,24,253,210,71,5
122,30,254,201,52,5
105,7,233,231,130,5
102,6,230,233,137,5
23,6,216,227,147,5
41,9,221,220,133,5
125,28,253,207,61,5
92,7,231,229,131,5
98,30,252,183,36,5
354,12,200,219,157,5
71,9,230,223,126,5
330,27,146,197,184,5
68,8,228,225,130,5
94,7,232,229,130,5
99,6,230,232,136,5
66,6,227,227,135,5
100,7,232,231,131,5
117,30,254,198,48,5
79,14,237,215,106,5
81,7,230,227,129,5
74,11,233,219,116,5
68,5,225,230,139,5
11,4,216,232,153,5
42,6,221,227,141,5
75,5,227,230,137,5
40,7,221,224,138,5
49,14,225,210,116,5
63,10,229,221,124,5
59,7,226,226,134,5
151,18,240,237,119,5
144,17,242,234,115,5
117,20,250,217,85,5
109,26,253,200,58,5
148,19,242,234,113,5
149,18,240,236,119,5
148,19,242,235,114,5
108,16,246,220,98,5
136,14,241,234,119,5
131,14,242,232,116,5
133,16,244,231,111,5
117,15,245,225,105,5
99,14,243,220,103,5
127,16,245,228,108,5
110,23,252,208,72,5
130,20,248,225,97,5
128,23,251,218,81,5
119,25,253,210,70,5
123,18,247,224,99,5
129,24,251,217,79,5
81,14,238,214,103,5
128,16,244,229,109,5
86,15,241,213,98,5
115,19,249,218,90,5
108,22,251,208,72,5
71,11,233,218,115,5
50,12,225,214,122,5
23,12,213,214,136,5
9,14,204,212,144,5
9,15,202,209,142,5
127,14,243,230,112,5
131,9,235,235,132,5
72,20,238,198,82,5
119,17,247,222,97,5
115,21,251,214,81,5
109,19,249,214,85,5
121,16,246,225,103,5
129,12,240,232,120,5
91,15,242,216,100,5
109,19,248,216,88,5
122,19,248,222,94,5
138,18,244,231,109,5
90,18,244,209,87,5
168,19,231,244,135,5
103,20,249,210,80,5
101,18,247,213,88,5
142,10,235,238,132,5
119,5,228,235,141,5
137,18,245,230,106,5
120,7,232,235,136,5
11,2,217,234,155,5
347,6,208,230,160,5
38,5,220,228,144,5
101,10,237,227,120,5
35,6,219,227,144,5
7,9,209,222,150,5
56,9,226,222,130,5
40,8,221,223,137,5
39,3,220,232,149,5
52,11,226,216,123,5
13,8,212,223,148,5
350,9,203,224,160,5
27,2,218,234,153,5
54,10,226,218,125,5
141,17,243,233,113,5
60,11,229,216,119,5
28,19,209,194,115,5
5,18,195,203,143,5
9,21,192,194,134,5
27,22,205,188,111,5
52,17,226,202,103,5
36,17,217,201,114,5
44,13,222,210,120,5
349,15,191,213,160,5
90,5,227,232,139,5
99,13,241,221,108,5
135,1,220,238,155,5
270,12,188,244,195,5
68,7,227,226,133,5
254,7,204,245,179,5
114,3,224,236,147,5
276,7,201,242,179,5
352,3,214,233,158,5
292,8,197,239,182,5
342,3,213,235,159,5
351,8,206,227,159,5
353,8,206,226,158,5
258,20,168,247,215,5
9,13,205,213,144,5
321,16,178,223,184,5
198,2,218,240,158,5
266,4,210,241,169,5
113,11,239,229,119,5
329,1,215,237,159,5
280,11,191,241,190,5
270,10,194,244,189,5
297,5,205,238,172,5
310,11,191,233,182,5
205,5,217,244,164,5
8,7,212,226,152,5
267,16,178,245,205,5
75,15,237,212,103,5
294,6,204,239,174,5
288,10,193,239,186,5
50,11,225,217,125,5
295,9,195,238,182,5
32,12,217,214,131,5
53,14,227,210,113,5
302,16,172,230,198,5
22,11,213,216,138,5
0,5,213,231,156,5
68,11,232,218,118,5
16,8,214,224,147,5
350,9,203,224,160,5
114,6,232,233,135,5
0,10,205,221,153,5
1,15,198,211,150,5
13,18,199,199,133,5
344,16,185,213,165,5
358,17,192,207,151,5
282,13,184,241,196,5
2,17,194,206,147,5
348,13,194,217,161,5
325,4,210,235,163,5
26,8,216,222,142,5
19,9,214,222,144,5
310,8,197,234,177,5
54,4,222,231,144,5
328,9,198,230,171,5
323,9,197,231,173,5
27,5,218,228,147,5
38,5,220,228,144,5
280,4,208,240,170,5
270,5,206,242,174,5
255,3,213,241,166,5
27,8,217,223,142,5
84,2,222,235,149,5
55,4,222,231,145,5
270,1,216,238,160,5
88,14,241,215,101,5
73,19,239,200,84,5
70,18,237,203,91,5
76,17,239,206,92,5
67,20,236,196,84,5
54,13,227,211,115,5
41,9,221,221,134,5
77,11,234,219,115,5
58,9,227,222,129,5
63,17,233,204,98,5
64,11,230,217,118,5
60,13,230,213,114,5
55,11,227,216,121,5
61,15,231,208,106,5
64,10,230,219,122,5
71,13,234,214,110,5
59,11,228,217,120,5
64,23,234,186,72,5
54,10,226,218,125,5
59,24,230,183,73,5
58,23,229,184,75,5
52,20,226,193,93,5
53,10,226,218,126,5
67,16,234,207,100,5
64,24,233,184,70,5
50,24,223,180,78,5
51,12,226,213,119,5
57,10,227,219,125,5
62,11,230,216,118,5
61,20,232,196,88,5
45,22,220,188,92,5
54,25,225,179,74,5
57,11,228,217,121,5
55,12,227,215,119,5
61,24,231,182,69,5
62,21,233,193,83,5
38,11,220,216,130,5
54,6,224,226,137,5
67,22,236,192,77,5
81,17,241,208,92,5
75,16,238,207,95,5
60,13,230,212,113,5
72,24,239,187,66,5
73,14,236,213,105,5
46,18,223,198,103,5
49,17,225,200,103,5
65,18,234,201,93,5
77,14,237,214,105,5
41,19,219,194,103,5
40,22,216,185,95,5
53,29,221,163,56,5
41,22,216,186,95,5
51,23,224,184,82,5
53,29,221,163,56,5
55,28,224,168,59,5
60,25,230,179,67,5
55,25,226,178,71,5
58,24,229,183,74,5
60,21,231,192,84,5
75,18,239,202,87,5
60,27,229,172,59,5
56,23,228,185,79,5
59,23,230,184,75,5
52,23,225,183,80,5
62,24,232,182,69,5
57,32,223,157,45,5
62,26,231,176,62,5
69,30,236,168,42,5
69,25,237,182,62,5
60,16,231,205,102,5
51,29,220,166,61,5
52,29,220,164,59,5
59,28,228,171,58,5
69,27,237,177,55,5
60,29,228,167,52,5
70,26,238,180,58,5
63,25,232,180,65,5
63,33,228,154,33,5
85,15,240,213,99,5
62,24,232,183,70,5
57,23,229,184,77,5
58,30,225,164,51,5
56,30,224,163,53,5
62,34,226,150,29,5
61,26,231,178,65,5
70,36,232,148,16,5
71,33,235,158,28,5
70,34,234,154,24,5
65,19,234,199,89,5
73,36,234,147,12,5
65,19,234,198,88,5
74,36,236,149,13,5
82,22,244,196,71,5
82,25,245,187,56,5
75,29,240,173,43,5
80,34,241,159,19,5
79,31,242,167,31,5
70,31,235,163,36,5
61,30,228,165,49,5
52,29,220,165,60,5
60,23,231,187,77,5
55,18,229,199,97,5
58,18,230,200,97,5
73,25,239,185,62,5
75,21,240,197,78,5
66,21,235,193,80,5
58,21,230,192,86,5
64,26,233,178,61,5
62,27,231,173,58,5
68,30,234,166,42,5
46,27,216,170,73,5
49,26,221,175,73,5
44,22,219,186,91,5
76,39,235,141,0,5
80,35,241,156,15,5
82,18,242,205,86,5
67,28,235,173,51,5
57,22,229,187,80,5
52,21,225,189,87,5
56,22,228,189,83,5
64,23,234,187,73,5
71,25,238,184,63,5
71,25,238,182,60,5
48,23,221,183,84,5
34,20,213,193,108,5
35,17,216,201,116,5
72,26,238,180,57,5
67,21,236,193,80,5
26,14,213,208,129,5
27,11,216,216,136,5
53,27,223,170,64,5
47,10,224,217,127,5
66,9,229,221,124,5
80,48,226,107,0,5
67,18,235,201,91,5
78,47,227,111,0,5
76,46,226,113,0,5
31,18,213,199,117,5
76,49,222,103,0,5
62,29,230,166,0,5
62,28,231,172,55,5
74,46,224,111,0,5
75,49,219,99,0,5
53,28,223,169,63,5
72,45,223,113,0,5
66,32,232,160,0,5
35,22,211,186,100,5
74,49,219,99,0,5
63,24,233,183,70,5
61,33,226,154,0,5
93,45,240,130,0,5
57,32,222,155,41,5
53,32,218,153,45,5
84,46,233,119,0,5
76,29,241,172,0,5
55,31,222,159,48,5
82,44,234,124,0,5
84,46,233,118,0,5
79,46,229,116,0,5
60,25,230,181,0,5
54,29,222,165,57,5
78,44,231,121,0,5
55,28,224,168,59,5
56,30,224,162,51,5
60,31,227,161,45,5
63,31,229,160,40,5
74,35,237,154,19,5
75,34,238,156,20,5
77,33,240,162,26,5
74,32,239,164,31,5
82,31,244,171,34,5
76,31,240,165,32,5
76,30,240,171,39,5
80,31,243,168,31,5
80,27,244,180,47,5
86,32,246,170,28,5
85,28,246,180,43,5
87,31,247,173,31,5
83,26,245,184,52,5
78,23,242,191,66,5
85,31,246,173,33,5
81,27,244,180,47,5
80,31,243,168,31,5
76,25,242,184,57,5
75,27,240,178,50,5
71,24,238,185,63,5
68,26,236,179,59,5
72,32,236,161,31,5
66,26,234,177,59,5
71,32,236,162,33,5
65,25,234,182,66,5
61,23,232,186,75,5
68,24,236,186,68,5
75,27,240,179,53,5
67,23,236,186,69,5
80,29,244,174,39,5
83,23,245,194,67,5
86,25,247,189,57,5
90,28,249,184,44,5
93,26,250,191,53,5
87,27,247,186,50,5
87,31,247,174,32,5
98,25,251,196,58,5
100,28,252,190,46,5
99,31,252,180,31,5
93,28,250,185,44,5
94,31,250,177,32,5
86,31,246,171,30,5
87,31,247,173,31,5
91,31,249,176,32,5
80,33,242,161,22,5
83,33,244,166,24,5
85,31,246,170,29,5
94,30,251,181,37,5
94,31,251,178,32,5
88,32,248,169,25,5
88,35,246,161,14,5
95,32,250,173,25,5
93,33,249,169,20,5
93,33,250,170,21,5
94,33,250,173,24,5
94,34,250,167,17,5
92,34,249,168,18,5
90,33,248,168,22,5
89,33,248,167,20,5
162,13,232,243,139,5
112,5,229,234,139,5
68,8,228,225,130,5
105,5,228,234,140,5
10,8,211,224,149,5
76,34,238,155,18,5
71,31,236,164,36,5
67,31,233,161,36,5
70,32,235,161,33,5
69,31,234,162,35,5
75,33,238,158,23,5
71,33,235,157,27,5
75,33,238,158,24,5
76,32,240,165,31,5
82,35,242,157,13,5
83,32,244,167,27,5
85,33,245,164,21,5
84,35,243,157,12,5
90,33,248,170,24,5
83,35,243,158,14,5
91,30,249,178,35,5
94,28,251,186,44,5
91,35,248,162,12,5
81,33,243,164,24,5
74,30,239,168,37,5
69,31,235,163,37,5
94,28,250,186,44,5
90,28,249,184,46,5
73,29,239,171,42,5
97,27,251,190,49,5
90,28,249,184,45,5
87,28,248,181,43,5
64,24,233,184,70,5
94,26,250,191,53,5
86,28,247,182,46,5
91,28,249,185,46,5
88,26,248,186,51,5
91,27,249,186,48,5
92,26,249,191,54,5
87,24,247,194,63,5
84,22,245,197,70,5
85,19,244,203,81,5
96,23,249,200,67,5
96,28,251,187,44,5
94,25,250,194,57,5
93,24,249,196,63,5
91,23,248,198,67,5
105,20,249,211,81,5
92,26,250,189,51,5
92,20,247,204,77,5
107,26,253,199,57,5
99,26,252,193,53,5
96,25,250,196,59,5
87,21,246,200,73,5
98,24,251,198,61,5
89,25,248,192,58,5
82,21,244,197,73,5
69,23,237,188,69,5
70,24,237,186,67,5
71,22,238,190,71,5
90,20,246,205,80,5
58,22,230,187,79,5
69,26,237,181,60,5
73,26,239,180,55,5
94,20,247,205,78,5
73,29,239,172,44,5
84,29,246,176,38,5
4,19,191,199,142,5
334,21,168,208,176,5
78,29,242,174,40,5
326,11,193,228,175,5
323,10,194,230,175,5
345,12,196,221,163,5
86,30,247,176,36,5
57,22,229,189,82,5
75,20,239,199,82,5
75,17,238,206,93,5
91,21,247,203,76,5
92,19,246,207,82,5
104,20,249,211,82,5
100,20,248,209,80,5
47,24,220,179,80,5
96,16,244,216,97,5
95,17,245,212,90,5
115,21,250,215,83,5
106,16,246,219,97,5
36,18,216,198,112,5
57,25,228,180,71,5
117,21,251,216,83,5
71,29,237,170,43,5
72,31,237,163,34,5
288,3,211,239,166,5
270,1,216,238,160,5
95,26,250,192,54,5
87,29,247,179,40,5
77,24,242,187,62,5
68,20,236,197,84,5
69,24,237,185,66,5
58,27,227,172,61,5
63,23,233,186,73,5
71,22,238,192,74,5
76,24,241,186,61,5
64,22,234,189,76,5
78,21,242,196,75,5
61,24,231,183,72,5
63,24,233,183,69,5
43,10,222,217,129,5
36,15,218,207,121,5
87,23,247,195,64,5
333,13,190,223,172,5
51,6,223,227,139,5
75,7,229,226,130,5
35,15,217,206,121,5
89,23,247,197,66,5
87,25,247,191,58,5
9,16,201,207,141,5
58,4,223,230,143,5
75,11,234,218,115,5
87,23,246,196,67,5
94,27,250,188,48,5
81,12,237,218,110,5
100,29,252,187,41,5
63,7,226,226,134,5
102,30,253,187,40,5
49,5,222,229,142,5
100,16,245,216,96,5
105,21,250,210,79,5
108,23,252,207,71,5
107,24,252,203,64,5
104,18,248,214,88,5
99,29,252,187,42,5
121,16,246,225,103,5
153,12,234,240,135,5
106,22,251,208,74,5
103,22,250,206,73,5
114,20,250,215,83,5
227,10,206,250,180,5
115,15,244,225,106,5
102,25,252,200,61,5
252,10,197,247,188,5
109,19,249,214,85,5
101,24,251,199,61,5
95,24,250,197,63,5
242,7,207,246,177,5
112,15,245,223,102,5
82,24,245,191,63,5
199,9,217,248,165,5
103,15,244,219,100,5
98,18,247,211,86,5
82,22,244,195,70,5
80,23,243,192,67,5
202,15,212,252,172,5
234,13,198,251,189,5
242,12,196,250,191,5
78,23,242,191,66,5
105,8,234,230,128,5
114,15,244,224,106,5
107,16,245,220,99,5
95,13,240,221,110,5
256,20,171,248,213,5
255,18,175,248,209,5
229,17,192,253,195,5
95,19,246,209,84,5
88,21,246,201,74,5
255,15,186,248,200,5
251,13,191,249,195,5
240,13,196,250,191,5
264,18,173,246,210,5
227,11,204,251,183,5
108,10,238,228,120,5
97,10,237,225,119,5
88,12,238,220,112,5
86,18,243,207,87,5
87,20,244,204,80,5
261,22,159,245,221,5
260,18,173,247,210,5
247,10,198,248,188,5
239,13,196,251,191,5
231,12,200,251,187,5
100,22,250,203,70,5
87,23,246,195,65,5
89,11,236,223,117,5
104,15,244,220,101,5
101,16,245,217,97,5
88,21,246,200,72,5
261,12,191,246,194,5
242,16,188,251,199,5
262,13,189,246,196,5
270,15,178,244,204,5
198,4,218,243,161,5
80,4,225,232,142,5
82,7,230,228,130,5
119,12,241,229,117,5
120,13,241,229,115,5
89,27,248,185,48,5
266,22,157,243,221,5
264,22,158,244,221,5
264,21,163,244,218,5
269,10,194,244,189,5
273,9,197,243,185,5
259,14,187,247,199,5
247,17,183,251,204,5
272,14,183,244,199,5
317,9,197,233,175,5
104,19,248,214,87,5
105,22,251,207,72,5
122,15,244,227,109,5
121,13,241,229,116,5
94,26,250,190,51,5
276,11,191,242,191,5
281,10,192,241,189,5
288,10,193,239,186,5
280,11,190,241,191,5
273,12,186,243,196,5
269,13,185,244,199,5
274,15,178,242,203,5
266,9,197,244,187,5
120,19,249,220,91,5
111,27,254,199,54,5
130,16,244,229,109,5
268,21,161,243,218,5
269,15,181,244,202,5
286,19,163,236,211,5
308,17,172,227,195,5
261,9,199,245,185,5
234,9,206,248,180,5
248,5,209,244,173,5
123,22,251,216,81,5
125,21,249,221,89,5
135,18,245,229,106,5
139,19,245,231,107,5
284,20,161,236,214,5
278,21,159,239,217,5
268,21,162,243,218,5
288,10,193,239,186,5
274,19,167,242,212,5
275,17,172,242,208,5
269,10,195,244,188,5
253,18,178,249,208,5
209,6,215,246,167,5
129,21,249,222,91,5
116,14,244,226,107,5
